,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,jati,24.3539,68.2671,77.47,31,0,6.6,PK,1612072123
365,bartica,6.4,-58.6167,77.0,94,75,6.91,GY,1612072124
366,troutdale,45.5393,-122.3873,46.4,76,90,16.11,US,1612072124
367,tiarei,-17.5333,-149.3333,75.2,83,75,4.61,PF,1612072124
368,moerai,-22.4333,-151.3333,80.19,70,71,8.81,PF,1612072124
369,trairi,-3.2778,-39.2689,77.9,84,100,7.56,BR,1612072124
370,dinga,32.6398,73.722,51.8,82,0,2.86,PK,1612071851
371,southbridge,42.0751,-72.0334,8.01,44,0,5.79,US,1612072125
372,lobito,-12.3481,13.5456,77.2,75,100,2.3,AO,1612072125
373,alta floresta,-9.8756,-56.0861,70.11,98,79,1.95,BR,1612072125
374,bambanglipuro,-7.95,110.2833,84.79,69,100,7.74,ID,1612072126
375,sechura,-5.5569,-80.8222,76.66,63,39,10.8,PE,1612072126
376,oranjemund,-28.55,16.4333,62.37,83,3,10.56,NA,1612072126
377,lompoc,34.6391,-120.4579,46.0,93,1,2.95,US,1612072126
378,xuddur,4.1213,43.8894,74.05,54,12,19.66,SO,1612072127
379,luderitz,-26.6481,15.1594,65.08,63,0,17.6,NA,1612072127
380,chililabombwe,-12.3648,27.8229,68.04,88,97,1.32,ZM,1612072127
381,erenhot,43.6475,111.9767,21.58,93,96,21.61,CN,1612072128
382,mastic,40.802,-72.8409,21.99,53,1,5.75,US,1612071858
383,kenai,60.5544,-151.2583,12.99,85,1,3.44,US,1612072128
384,grindavik,63.8424,-22.4338,23.0,74,75,4.61,IS,1612072128
385,namibe,-15.1961,12.1522,72.01,76,88,4.07,AO,1612072128
386,hefei,31.8639,117.2808,55.4,38,0,4.47,CN,1612072129
387,tecolutla,20.4833,-97.0167,69.71,90,87,4.52,MX,1612072129
388,koungou,-12.7336,45.2042,86.0,70,20,5.75,YT,1612072129
389,filadelfia,39.9523,-75.1638,28.99,43,75,3.44,US,1612072007
390,san cristobal,7.7669,-72.225,63.61,71,77,2.06,VE,1612072130
391,aginskoye,51.1,114.53,-9.17,84,100,9.01,RU,1612072130
392,jawhar,2.7809,45.5005,81.41,51,20,14.25,SO,1612072130
393,taywarah,33.35,64.4167,33.84,80,53,8.16,AF,1612072131
394,kosh-agach,50.0,88.6667,3.31,86,22,0.83,RU,1612072131
395,puerto madryn,-42.7692,-65.0385,63.07,61,50,17.25,AR,1612072131
396,washington,47.5001,-120.5015,35.01,94,100,3.31,US,1612072131
397,pandharpur,17.6667,75.3333,84.13,33,59,11.5,IN,1612072131
398,melfort,52.8667,-104.6177,12.2,92,80,2.3,CA,1612072132
399,balikpapan,-1.2675,116.8289,89.6,62,40,8.05,ID,1612072117
400,iqaluit,63.7506,-68.5145,-11.2,70,1,17.27,CA,1612072125
401,ayan,56.45,138.1667,-6.92,83,100,8.63,RU,1612072132
402,hue,16.4667,107.6,78.8,69,20,16.11,VN,1612071843
403,meulaboh,4.1363,96.1285,85.12,62,68,5.41,ID,1612072133
404,sao filipe,14.8961,-24.4956,72.55,69,87,7.43,CV,1612072133
405,port hardy,50.6996,-127.4199,44.6,87,90,14.97,CA,1612071904
406,praia da vitoria,38.7333,-27.0667,64.4,88,75,11.34,PT,1612072133
407,port hawkesbury,45.6169,-61.3485,26.01,86,90,10.36,CA,1612072133
408,mount gambier,-37.8333,140.7667,73.4,46,0,16.11,AU,1612072134
409,aksarka,66.5606,67.7975,-13.07,89,100,7.07,RU,1612072134
410,clyde,41.3042,-82.9752,30.0,67,100,12.91,US,1612072134
411,torrelavega,43.3494,-4.0479,55.4,62,75,18.41,ES,1612072134
412,warrnambool,-38.3833,142.4833,70.0,61,0,14.5,AU,1612072134
413,kununurra,-15.7667,128.7333,89.6,79,40,10.36,AU,1612072135
414,huejuquilla el alto,22.6,-103.8667,52.34,64,0,1.28,MX,1612072135
415,pantai remis,4.4557,100.6288,87.8,70,40,4.61,MY,1612072135
416,camacari,-12.6975,-38.3242,80.6,74,40,9.22,BR,1612072135
417,chebsara,59.2002,38.8356,24.8,86,90,8.95,RU,1612072135
418,novikovo,51.1537,37.8879,34.74,97,100,17.25,RU,1612072136
419,gayeri,12.6497,0.4931,66.0,23,19,9.08,BF,1612072136
420,camacha,33.0833,-16.3333,55.4,88,0,8.05,PT,1612072136
421,okha,53.5739,142.9478,-5.17,87,100,20.74,RU,1612072136
422,ulaangom,49.9811,92.0667,3.92,90,1,2.66,MN,1612072137
423,troitsko-pechorsk,62.7084,56.1964,15.22,96,100,8.7,RU,1612072137
424,calamar,10.2511,-74.9146,77.0,83,0,4.61,CO,1612072137
425,brzeg,50.8608,17.4674,19.0,93,75,2.3,PL,1612072137
426,canavieiras,-15.675,-38.9472,72.97,86,77,0.36,BR,1612072138
427,bayangol,50.6977,103.4656,-6.93,78,71,5.5,RU,1612072138
428,leningradskiy,69.3833,178.4167,-26.81,82,10,4.54,RU,1612072138
429,meadow lake,34.8014,-106.5436,37.4,48,1,8.05,US,1612072138
430,borogontsy,62.6683,131.1683,-38.52,80,97,3.8,RU,1612072139
431,birjand,32.8663,59.2211,48.74,49,0,6.35,IR,1612072139
432,kushtagi,15.7667,76.2,82.17,30,9,12.08,IN,1612072139
433,paita,-5.0892,-81.1144,75.88,69,19,9.28,PE,1612072139
434,sao joao da barra,-21.6403,-41.0511,75.69,83,14,17.65,BR,1612071867
435,taua,-5.9667,-40.3,72.93,79,100,4.47,BR,1612072140
436,palmer,42.1584,-72.3287,9.0,66,1,6.91,US,1612072140
437,kushima,31.4583,131.2333,57.2,38,20,6.91,JP,1612072140
438,west wendover,40.7391,-114.0733,28.4,69,1,8.05,US,1612072140
439,madaoua,14.073,5.96,61.18,28,22,9.86,NE,1612072140
440,vanavara,60.34,102.2797,-28.28,83,30,4.34,RU,1612072141
441,kokoda,-8.8785,147.7407,82.6,57,100,5.55,PG,1612072141
442,alexandria,31.2156,29.9553,61.54,61,0,13.44,EG,1612072141
443,yeppoon,-23.1333,150.7333,87.8,45,40,14.97,AU,1612072141
444,mana,5.6592,-53.7767,76.98,85,75,13.69,GF,1612072141
445,creel,27.75,-107.6333,38.28,76,35,0.89,MX,1612072142
446,sengiley,53.9622,48.7944,28.4,93,90,20.13,RU,1612072142
447,omsukchan,62.5333,155.8,-30.96,81,100,13.02,RU,1612072142
448,damghan,36.1683,54.348,44.04,59,0,3.02,IR,1612072142
449,umm kaddadah,13.6017,26.6876,61.93,28,28,16.26,SD,1612072142
450,pinega,64.7001,43.3936,16.27,97,92,5.5,RU,1612072143
451,guaira,-20.3183,-48.3106,70.02,79,17,3.62,BR,1612072143
452,isiolo,0.3546,37.5822,74.7,34,65,4.09,KE,1612072143
453,haines junction,60.7522,-137.5108,-16.6,76,94,1.14,CA,1612072143
454,hauterive,46.0901,3.4459,44.6,76,75,3.44,FR,1612072144
455,paris,48.8534,2.3488,46.0,100,90,9.22,FR,1612071920
456,brownsville,25.9018,-97.4975,71.01,88,90,6.91,US,1612071882
457,los aquijes,-14.0967,-75.6908,69.8,78,0,10.36,PE,1612072145
458,worgl,47.4833,12.0667,36.0,97,100,2.82,AT,1612072145
459,baykit,61.67,96.37,-23.33,79,3,1.68,RU,1612072145
460,ormara,25.2088,64.6357,71.6,54,0,10.76,PK,1612072145
461,metro,-5.1131,105.3067,85.48,69,76,13.44,ID,1612072145
462,lebu,-37.6167,-73.65,55.42,88,4,13.04,CL,1612072146
463,west monroe,32.5185,-92.1476,64.4,94,90,10.36,US,1612072146
464,zhenlai,45.8495,123.2973,2.84,90,100,7.78,CN,1612072146
465,yulara,-25.2406,130.9889,96.8,19,75,16.11,AU,1612072146
466,hambantota,6.1241,81.1185,82.4,83,40,8.05,LK,1612072147
467,acapulco,16.8634,-99.8901,75.24,80,77,3.42,MX,1612072147
468,narsaq,60.9167,-46.05,39.2,28,75,29.93,GL,1612072147
469,fairbanks,64.8378,-147.7164,-2.2,77,90,1.07,US,1612072147
470,sola,-13.8833,167.55,81.52,78,91,11.43,VU,1612072147
471,tromso,69.6496,18.957,23.0,86,20,2.3,NO,1612072148
472,montepuez,-13.1256,38.9997,71.82,96,97,5.97,MZ,1612072148
473,opuwo,-18.0607,13.84,70.3,55,100,2.75,NA,1612072148
474,roma,43.2128,-75.4557,5.0,78,1,3.44,US,1612072149
475,ambanja,-13.6833,48.45,84.2,66,20,0.83,MG,1612072149
476,wencheng,33.0559,113.7978,58.12,39,85,7.36,CN,1612072149
477,sinjar,36.3209,41.8754,41.95,77,100,18.28,IQ,1612072149
478,kathmandu,27.7167,85.3167,57.2,44,20,3.44,NP,1612072087
479,yokadouma,3.5167,15.05,70.32,85,100,3.42,CM,1612072150
480,carnarvon,-24.8667,113.6333,91.4,52,0,14.97,AU,1612072150
481,edzell,56.8095,-2.6549,30.2,93,75,5.75,GB,1612072150
482,houma,29.5958,-90.7195,68.0,82,90,9.22,US,1612071857
483,mayo,38.8876,-76.5119,32.0,55,1,4.59,US,1612072151
484,nyirtass,48.1167,22.0333,30.2,100,100,6.71,HU,1612072151
485,horice,50.3661,15.6318,21.2,86,0,1.14,CZ,1612072151
486,ishigaki,24.3448,124.1572,71.6,49,40,12.66,JP,1612072089
487,saravan,39.7196,45.6483,32.0,74,40,9.22,AM,1612072151
488,benghazi,32.1167,20.0667,61.03,72,0,17.02,LY,1612072152
489,elliot lake,46.3834,-82.6331,10.4,79,1,9.22,CA,1612072152
490,mangaratiba,-22.9597,-44.0406,75.2,88,0,5.75,BR,1612072152
491,inhambane,-23.865,35.3833,80.6,83,40,5.08,MZ,1612072153
492,araouane,18.9048,-3.5265,61.81,24,13,10.38,ML,1612072153
493,mesaria,36.3985,25.4459,55.0,81,53,4.0,GR,1612072153
494,marsh harbour,26.5412,-77.0636,67.53,62,100,14.54,BS,1612072154
495,yei,4.095,30.6779,78.46,22,33,3.36,SS,1612072040
496,corinto,37.9407,22.9573,52.0,87,20,3.33,GR,1612072154
497,karratha,-20.7377,116.8463,97.39,36,100,9.24,AU,1612071929
498,taltal,-25.4,-70.4833,64.65,75,1,1.59,CL,1612072155
499,san isidro,-12.1167,-77.05,72.0,83,0,10.36,PE,1612072155
500,sembakung,3.8167,117.25,86.0,70,40,6.91,ID,1612072155
501,timaru,-44.4,171.25,66.99,69,0,5.99,NZ,1612072155
502,torbay,47.6666,-52.7314,30.0,93,90,13.8,CA,1612072156
503,katsina,12.9894,7.6006,60.39,30,20,9.64,NG,1612072156
504,halifax,44.6453,-63.5724,17.6,67,39,8.05,CA,1612072156
505,vanimo,-2.6741,141.3028,85.12,66,92,12.08,PG,1612072156
506,san patricio,28.017,-97.5169,66.2,100,1,4.61,US,1612072157
507,badiraguato,25.3667,-107.5167,64.4,72,1,3.96,MX,1612072157
508,dakar,14.6937,-17.4441,66.2,68,0,13.8,SN,1612072157
509,karpathos,35.507,27.2132,55.4,82,29,1.14,GR,1612072157
510,channel-port aux basques,47.5702,-59.1367,30.0,95,83,8.86,CA,1612072158
511,hirara,24.8,125.2833,71.6,56,40,13.8,JP,1612072158
512,monterey,36.2505,-121.2516,48.0,1,46,1.01,US,1612072158
513,tonantins,-2.8731,-67.8022,73.02,96,63,1.68,BR,1612072158
514,sabang,5.8933,95.3214,81.03,79,61,21.27,ID,1612072159
515,lucenec,48.3325,19.6671,25.0,51,100,3.11,SK,1612072159
516,padang,-0.9492,100.3543,79.75,80,97,7.16,ID,1612072159
517,hualmay,-11.0964,-77.6139,70.25,79,98,8.21,PE,1612072159
518,vuktyl,63.8567,57.3094,5.4,94,100,9.08,RU,1612072159
519,mitsamiouli,-11.3847,43.2844,83.19,74,70,11.1,KM,1612072160
520,kamenka,51.3223,42.7678,33.01,94,100,10.0,RU,1612072160
521,valle de allende,26.9333,-105.4,54.75,39,48,5.66,MX,1612072160
522,bako,5.7833,36.5667,75.85,35,54,1.19,ET,1612072160
523,andros town,24.7,-77.7667,68.0,68,20,6.91,BS,1612072160
524,campbell river,50.0163,-125.2446,44.01,93,90,19.57,CA,1612072161
525,ugoofaaru,5.6667,73.0,82.2,69,44,9.01,MV,1612071946
526,san juan,-31.5375,-68.5364,67.87,56,75,14.92,AR,1612072161
527,sinnamary,5.3833,-52.95,77.18,84,82,13.71,GF,1612072161
528,manakara,-22.1333,48.0167,84.22,68,1,6.06,MG,1612072162
529,cairns,-16.9167,145.7667,84.2,74,75,11.5,AU,1612072088
530,fez,34.0372,-4.9998,51.8,100,75,4.61,MA,1612072162
531,lorengau,-2.0226,147.2712,83.25,79,89,11.1,PG,1612072162
532,teguldet,57.3064,88.1667,-18.81,84,1,6.73,RU,1612072162
533,kruisfontein,-34.0033,24.7314,66.99,80,0,1.01,ZA,1612072028
534,mwinilunga,-11.7358,24.4293,65.55,95,98,2.89,ZM,1612072163
535,suraabad,40.8192,49.4687,42.8,81,75,13.8,AZ,1612072164
536,bulungu,-4.55,18.6,70.81,96,100,3.91,CD,1612072164
537,edd,13.9297,41.6925,75.0,71,3,2.33,ER,1612072164
538,pilot butte,50.4668,-104.4178,8.6,78,11,4.61,CA,1612072164
539,rabo de peixe,37.8,-25.5833,63.0,94,75,16.11,PT,1612072165
540,aswan,24.0934,32.907,57.0,36,0,7.07,EG,1612072165
541,verkhnevilyuysk,63.4453,120.3167,-42.92,77,63,1.66,RU,1612072165
542,san giuseppe vesuviano,40.8298,14.5044,55.4,94,75,13.8,IT,1612072165
543,ambilobe,-13.2,49.05,84.33,72,0,1.99,MG,1612072166
544,cayenne,4.9333,-52.3333,78.8,89,75,8.05,GF,1612072166
545,kanniyakumari,8.0833,77.5667,82.96,63,1,20.49,IN,1612072152
546,buraydah,26.326,43.975,46.4,81,0,10.27,SA,1612072048
547,misratah,32.3754,15.0925,62.01,37,8,20.42,LY,1612072167
548,swan river,52.1058,-101.2676,15.8,92,86,2.3,CA,1612072167
549,faya,18.3851,42.4509,55.4,62,0,4.61,SA,1612072167
550,guanica,17.9716,-66.908,72.0,88,1,8.01,PR,1612072167
551,mananara,-16.1667,49.7667,82.08,76,16,2.21,MG,1612072168
552,maltahohe,-24.8333,16.9833,75.51,18,0,15.12,NA,1612072168
553,calama,-22.4667,-68.9333,48.2,25,0,12.66,CL,1612072021
554,koindu,8.4386,-10.3253,67.23,98,11,1.66,GN,1612072169
555,kouqian,43.6391,126.4578,18.45,96,100,4.79,CN,1612072169
556,villa carlos paz,-31.4241,-64.4978,62.01,96,81,1.99,AR,1612072169
557,qaqortoq,60.7167,-46.0333,39.2,28,75,29.93,GL,1612072169
558,chipiona,36.7366,-6.437,57.2,77,20,10.36,ES,1612072170
559,shimoda,34.6667,138.95,53.6,47,20,10.36,JP,1612072170
560,takhatpur,22.15,81.8667,75.63,17,0,6.02,IN,1612072170
561,laerdalsoyri,61.098,7.4816,9.0,84,93,3.0,NO,1612072170
562,magnitogorsk,53.4186,59.0472,10.4,92,90,0.94,RU,1612072170
563,singaraja,-8.112,115.0882,85.28,67,99,6.67,ID,1612072171
564,svetlyy,54.675,20.1347,33.8,75,75,11.18,RU,1612072171
565,high rock,26.6208,-78.2833,59.0,77,0,8.05,BS,1612072171
566,rapu-rapu,13.1866,124.1256,79.23,75,99,21.65,PH,1612072172
567,noumea,-22.2763,166.4572,82.0,65,75,13.8,NC,1612072172
568,anadyr,64.75,177.4833,-0.4,78,90,29.08,RU,1612072172
569,asyut,27.181,31.1837,56.39,37,0,1.05,EG,1612072172
570,san rafael,-34.6177,-68.3301,59.16,91,100,8.97,AR,1612072173
571,alofi,-19.0595,-169.9187,80.6,78,100,8.05,NU,1612072173
572,pafos,34.7667,32.4167,60.8,72,40,4.61,CY,1612072173
573,virginia beach,36.8529,-75.978,34.0,60,90,3.44,US,1612072006
574,ponta pora,-22.5361,-55.7256,70.57,86,62,9.19,BR,1612072173
575,coos bay,43.3665,-124.2179,50.0,99,100,5.64,US,1612072174
